x,exact,approx
3.076171875,-0.3947064652022835,-0.3947064651402946
3.080078125,-0.3896758606966448,-0.3896758606349411
3.083984375,-0.3846336020957987,-0.3846336020343777
3.087890625,-0.3795798401993414,-0.3795798401382008
3.091796875,-0.3745147261508965,-0.3745147260900376
3.095703125,-0.3694384114336007,-0.3694384113730236
3.099609375,-0.3643510478655708,-0.3643510478052732
3.103515625,-0.3592527875953609,-0.3592527875353401
3.107421875,-0.3541437830974176,-0.3541437830376736
3.111328125,-0.3490241871675133,-0.3490241871080492
3.115234375,-0.3438941529181828,-0.343894152859001
3.119140625,-0.338753833774141,-0.3387538337152409
3.123046875,-0.3336033834676924,-0.3336033834090734
3.126953125,-0.328442956034139,-0.3284429559758004
3.130859375,-0.3232727058071668,-0.3232727057491103
3.134765625,-0.3180927874142363,-0.3180927873564628
3.138671875,-0.3129033557719552,-0.3129033557144625
3.142578125,-0.3077045660814428,-0.3077045660242285
3.146484375,-0.3024965738236944,-0.3024965737667585
3.150390625,-0.2972795347549245,-0.2972795346982687
3.154296875,-0.2920536049019147,-0.2920536048455388
3.158203125,-0.2868189405573442,-0.2868189405012492
3.162109375,-0.2815756982751137,-0.2815756982193032
3.166015625,-0.276324034865669,-0.2763240348101441
3.169921875,-0.2710641073913044,-0.2710641073360711
3.173828125,-0.2657960731614714,-0.2657960731065331
3.177734375,-0.2605200897280713,-0.2605200896734301
3.181640625,-0.2552363148807411,-0.2552363148263998
3.185546875,-0.2499449066421401,-0.249944906588102
3.189453125,-0.2446460232632173,-0.2446460232094876
3.193359375,-0.2393398232184842,-0.2393398231650636
3.197265625,-0.2340264652012732,-0.2340264651481585
3.201171875,-0.2287061081189885,-0.2287061080661768
3.205078125,-0.22337891108836,-0.2233789110358488
3.208984375,-0.2180450334306773,-0.2180450333784672
3.212890625,-0.2127046346670314,-0.2127046346151232
3.216796875,-0.2073578745135408,-0.2073578744619349
3.220703125,-0.2020049128765725,-0.2020049128252712
3.224609375,-0.1966459098479657,-0.1966459097969676
