x,exact,approx
0,1,1
0.25,0.939373,0.939373
0.5,0.764842,0.764842
0.75,0.497571,0.497571
1,0.169967,0.169967
1.25,-0.178246,-0.178246
1.5,-0.504846,-0.504846
1.75,-0.770231,-0.770231
2,-0.942222,-0.942222
2.25,-0.999965,-0.999965
2.5,-0.936457,-0.936457
2.75,-0.759399,-0.759399
3,-0.490261,-0.490261
3.25,-0.161676,-0.161676
3.5,0.186512,0.186512
3.75,0.512085,0.512085
4,0.775566,0.775566
0.125,0.984727,0.984719
0.375,0.865324,0.865317
0.625,0.640997,0.640992
0.875,0.338946,0.338943
1.125,-0.00420366,-0.00420363
1.375,-0.346844,-0.346841
1.625,-0.647427,-0.647422
1.875,-0.869507,-0.8695
2.125,-0.986156,-0.986148
2.375,-0.983228,-0.98322
2.625,-0.86108,-0.861073
2.875,-0.634521,-0.634516
3.125,-0.331024,-0.331022
3.375,0.0126107,0.0126106
3.625,0.354717,0.354714
3.875,0.653812,0.653807
